ARmaior,Sexo,Armenor,NomeMunic,0 a 5,5 a 10,10 a 15,15 a 20,20 a 25,25 a 30,30 a 35,35 a 40,40 a 45,45 a 50,50 a 55,55 a 60,60 a 65,65 a 70,70 a 75,75 a 80,80 a 85,85 a 90,90+,Total
SÃO PAULO,f,3530201,Mirante do Paranapanema - SP,536.5297,542.132,590.0761,575.1888,585.1859,594.2222,576.2084,623.4765,594.8337,613.5186,669.717,584.5854,511.5676,396.5422,329.5795,241.0167,158.1764,89.53272,59.1529,8871.24232
SÃO PAULO,f,3530300,Mirassol - SP,1628.427,1655.083,1678.109,1739.708,1927.758,2123.003,2405.136,2387.282,2363.46,2251.438,2239.226,1994.897,1698.202,1391.692,1087.394,719.0467,526.3008,300.6504,232.0772,30348.8901
SÃO PAULO,f,3530409,Mirassolândia - SP,149.3316,149.0668,133.3369,163.8235,159.0944,167.4716,185.9881,172.2655,155.2285,152.7647,160.8528,138.2908,114.0521,116.26,91.18803,68.62618,42.71305,21.48821,15.2676,2357.11037
SÃO PAULO,f,3530508,Mococa - SP,1905.884,1955.489,1993.186,2097.019,2136.196,2339.554,2469.845,2661.99,2503.257,2284.221,2304.236,2229.558,2083.436,1669.613,1279.486,892.8514,583.2922,363.8477,251.109,34004.07030000001
SÃO PAULO,f,3530607,Mogi das Cruzes - SP,16033.68,15762.35,15234.84,16324.11,17611.98,17052.57,18350.69,18620.25,17646.14,15970.9,15028.19,13768.62,11602.42,8855.464,6513.999,4271.898,2821.401,1561.493,1058.355,234089.35
SÃO PAULO,f,3530706,Mogi Guaçu - SP,4562.77,4613.377,4531.497,4820.538,5303.372,5719.539,6264.067,6456.753,5807.093,5133.765,5136.929,4884.284,4185.197,3309.748,2439.632,1619.575,1058.192,581.935,365.7823,76794.0453
SÃO PAULO,f,3530805,Mogi Mirim - SP,2604.236,2662.391,2764.748,2764.996,3053.03,3340.313,3607.904,3783.005,3437.803,3287.236,3180.528,3163.912,2818.037,2216.877,1715.156,1077.587,756.2158,452.8164,336.1181,47022.9093
SÃO PAULO,f,3530904,Mombuca - SP,128.1297,124.6759,123.4543,114.3643,126.6236,129.9966,140.9517,127.3609,130.1996,116.5548,112.3549,108.7731,83.4645,58.2388,45.59493,43.68765,23.09795,17.53727,9.919488,1764.9799880000005
SÃO PAULO,f,3531001,Monções - SP,51.72287,54.68897,63.08216,49.93302,61.93371,52.27152,74.26396,74.49093,78.41644,79.78808,67.07474,95.79018,70.66351,55.70918,51.05068,41.02971,27.14667,15.81907,7.989311,1072.8647110000002
SÃO PAULO,f,3531100,Mongaguá - SP,2134.178,2100.025,2048.926,1958.757,2034.982,1800.224,1813.438,1966.492,2102.788,1911.436,1952.83,2087.125,1958.35,1716.135,1196.658,787.6885,450.2764,220.0543,139.6177,30379.980899999995
SÃO PAULO,f,3531209,Monte Alegre do Sul - SP,214.7079,220.0118,250.6263,244.6583,241.8168,268.1914,275.6045,283.386,284.5437,275.4543,275.3877,268.1491,247.8695,169.5701,156.434,94.70444,89.08822,48.17894,32.28264,3940.6656399999993
SÃO PAULO,f,3531308,Monte Alto - SP,1330.197,1364.916,1381.622,1437.335,1667.359,1850.095,1980.561,2045.504,1900.24,1745.935,1791.705,1673.697,1575.403,1221.068,948.8389,655.0324,476.3085,291.2875,215.3467,25552.45099999999
SÃO PAULO,f,3531407,Monte Aprazível - SP,777.1857,823.0451,820.4292,794.4606,752.3709,920.1196,1058.799,1009.608,943.5285,835.28,841.6291,757.8997,696.9593,580.2988,420.6296,340.5008,232.0132,143.9289,91.91632,12840.602320000002
SÃO PAULO,f,3531506,Monte Azul Paulista - SP,501.0274,507.8632,489.2511,526.9994,606.1981,677.4392,759.2301,717.2439,647.0607,671.4934,696.9538,636.02,547.2125,445.3457,317.6349,271.1126,184.8723,107.9806,81.14255,9392.08145
SÃO PAULO,f,3531605,Monte Castelo - SP,93.80197,95.68542,103.5987,118.942,146.3838,124.6988,157.6484,144.7904,138.6298,136.5424,152.6534,138.8681,133.0203,112.5644,98.72632,76.36392,48.35901,29.00095,25.77895,2076.0570399999997
SÃO PAULO,f,3531704,Monteiro Lobato - SP,136.5322,137.7693,144.4481,157.9056,150.9469,133.3013,133.7216,149.1925,166.4507,163.1687,133.0516,146.0477,105.1263,98.56226,75.5486,53.92186,39.02828,16.55688,14.91,2156.19038
SÃO PAULO,f,3531803,Monte Mor - SP,2439.46,2403.79,2179.481,2181.127,2584.09,2520.804,2700.039,2602.452,2469.758,2202.892,1829.168,1664.212,1352.045,1035.406,733.463,447.4564,286.2917,155.7726,112.971,31900.678700000008
SÃO PAULO,f,3531902,Morro Agudo - SP,1334.753,1299.991,1192.817,1207.695,1220.589,1359.203,1409.281,1389.953,1143.04,998.6293,924.1298,837.1328,675.6233,527.2771,430.5502,246.8049,187.6882,82.54444,58.79207,16526.494109999996
SÃO PAULO,f,3532009,Morungaba - SP,459.2319,460.3488,452.6733,466.8139,526.9995,526.4702,545.9599,541.6335,545.9016,492.4999,400.0581,374.8001,314.8383,258.9039,208.9999,141.5669,80.92911,41.86446,35.0624,6875.55567
SÃO PAULO,f,3532058,Motuca - SP,157.2793,157.8969,159.9095,160.4995,155.9051,195.6169,187.3304,194.1081,177.2431,142.4513,159.3406,147.4802,129.5274,93.98198,55.68989,44.69405,27.47488,21.07632,13.37966,2380.8850800000005
SÃO PAULO,f,3532108,Murutinga do Sul - SP,100.4395,102.4662,111.0796,127.7361,153.3554,140.4751,124.4387,132.6875,151.4036,155.9088,161.2607,156.3601,133.8806,131.4225,104.2724,77.5466,61.62027,31.66615,17.97121,2175.99103
SÃO PAULO,f,3532157,Nantes - SP,120.0881,115.0157,100.1181,139.9385,130.4524,113.9127,128.826,107.2227,111.6737,114.418,104.7602,69.86802,77.19965,46.08153,35.06999,33.90773,20.36758,8.813736,5.665954,1583.40029
SÃO PAULO,f,3532207,Narandiba - SP,182.007,179.6792,172.5811,174.083,195.4153,223.4067,185.991,158.9968,171.7693,153.7254,171.2212,118.2642,119.5287,64.90882,67.01193,42.89027,32.49759,13.76409,10.04964,2437.79124
SÃO PAULO,f,3532306,Natividade da Serra - SP,198.5996,190.4334,197.7912,222.5323,230.5853,210.8273,181.4756,213.0996,210.6933,189.3841,222.2571,209.1413,199.9431,182.2396,132.3156,104.3816,64.97768,39.66618,22.4483,3222.79216
SÃO PAULO,f,3532405,Nazaré Paulista - SP,539.4896,523.4766,499.37,599.0871,667.5434,628.5168,709.6547,647.4527,661.6449,612.2781,610.6899,550.366,480.4948,376.7319,297.5,222.4042,151.0335,77.49456,50.23162,8905.46038
SÃO PAULO,f,3532504,Neves Paulista - SP,176.2397,185.1175,193.0592,228.1376,242.3754,273.896,334.4439,356.6273,303.5391,338.2071,327.8547,316.6448,293.5564,252.5374,200.0273,167.3699,122.0673,66.42559,44.61215,4422.73834
SÃO PAULO,f,3532603,Nhandeara - SP,259.7296,278.1249,305.5683,290.6873,313.5281,353.3858,414.2239,424.7746,393.4838,377.422,449.3496,396.9032,390.4905,319.024,268.058,195.3819,137.1482,77.3623,52.53083,5697.17683
SÃO PAULO,f,3532702,Nipoã - SP,188.3883,190.6202,172.4127,141.4299,174.6103,182.5331,250.6,191.5329,188.6198,159.9779,144.6429,129.7392,96.3544,84.81716,70.6388,41.82448,34.68054,19.10459,10.13897,2472.6661400000003
SÃO PAULO,f,3532801,Nova Aliança - SP,227.3497,228.3605,217.1273,198.4332,272.3016,246.5303,261.0792,251.8944,244.8853,227.1696,218.8745,218.9923,198.7522,122.5409,117.6241,95.33924,71.56684,39.91454,28.82956,3487.5652800000003
SÃO PAULO,f,3532827,Nova Campina - SP,439.3861,405.013,365.756,428.2365,476.6557,418.3089,353.3561,370.3788,319.3707,303.4284,278.1943,243.9278,175.5849,125.1228,90.96261,68.19267,47.08273,21.24335,9.732017,4939.933377
SÃO PAULO,f,3532843,Nova Canaã Paulista - SP,39.71372,41.04523,39.54161,62.26785,58.03432,58.9112,57.21617,58.60492,82.54324,68.88009,66.37272,77.30752,77.49785,71.15139,51.27313,46.1031,32.3726,9.22469,11.25139,1009.31274
SÃO PAULO,f,3532868,Nova Castilho - SP,44.09418,44.04026,31.05393,37.07652,56.28028,49.03592,38.82264,52.62922,44.5927,52.59589,44.77835,32.67078,25.03982,28.85168,23.12771,16.27159,13.3182,7.724143,2.551738,644.5555509999999
SÃO PAULO,f,3532900,Nova Europa - SP,471.7653,468.9932,426.4306,426.4831,454.7572,443.9971,440.6201,492.0188,418.5735,365.1859,317.7866,301.1953,233.5016,200.7244,149.6002,103.2609,63.28385,35.93479,27.25193,5841.364370000001
SÃO PAULO,f,3533007,Nova Granada - SP,669.5705,674.8411,654.694,652.386,795.7621,759.7155,870.3253,828.9765,838.16,698.6828,669.3612,630.9991,550.894,415.5129,335.2349,262.7437,182.9861,112.3702,73.40913,10676.62503
SÃO PAULO,f,3533106,Nova Guataporanga - SP,60.93028,61.76123,52.27768,62.78047,83.05108,62.51116,78.73829,72.3211,81.27524,74.26994,56.73865,90.54169,80.7606,62.15194,46.62813,42.79468,32.32323,19.22134,10.92305,1131.99978
SÃO PAULO,f,3533205,Nova Independência - SP,167.4904,161.5453,147.0738,163.8545,152.6071,163.9725,158.2682,161.0486,156.62,118.7097,115.5731,92.45256,90.11119,49.33849,45.00771,33.92201,23.12923,12.16347,9.791082,2022.6789420000005
SÃO PAULO,f,3533254,Novais - SP,296.0973,285.7278,219.7698,216.5043,211.5086,272.5496,267.2467,214.6223,179.6136,159.5025,114.1927,92.18889,74.727,66.60376,68.00132,43.65602,33.75259,16.99511,14.68599,2847.9458799999998
SÃO PAULO,f,3533304,Nova Luzitânia - SP,137.619,139.3317,131.5104,134.9786,127.3803,118.4627,147.113,158.4844,135.7576,123.9526,107.8875,105.996,104.0839,64.78216,60.46502,43.97626,26.05329,19.81369,9.237585,1896.8857050000004
SÃO PAULO,f,3533403,Nova Odessa - SP,1868.487,1883.175,1936.153,1868.68,2177.451,2372.133,2448.395,2709.192,2452.546,2240.088,2046.737,1941.924,1645.142,1243.077,873.9987,562.8899,414.0784,201.2429,148.0024,31033.3923
SÃO PAULO,f,3533502,Novo Horizonte - SP,1251.779,1260.381,1259.081,1330.13,1363.533,1481.056,1573.627,1497.973,1476.406,1373.302,1383.339,1268.833,1135.041,912.3186,712.2333,513.8147,370.9581,197.9195,142.8439,20504.569099999997
SÃO PAULO,f,3533601,Nuporanga - SP,228.0023,228.8498,224.0216,229.6358,258.7753,274.9932,320.1595,257.5376,259.3832,237.1536,270.7277,225.3466,215.0364,164.1876,122.7823,69.68449,65.35589,46.71034,29.89229,3728.2355099999995
SÃO PAULO,f,3533700,Ocauçu - SP,148.5399,144.3683,135.8948,157.9279,150.3913,144.176,175.5449,153.6433,135.8607,139.8707,135.6444,139.2308,112.4108,97.6921,81.63,53.63111,36.52579,30.04108,8.728903,2181.752783
SÃO PAULO,f,3533809,Óleo - SP,67.11227,65.72293,79.47537,86.13119,87.06018,78.95968,79.57537,82.00413,77.14167,99.22009,82.12563,101.4987,92.31076,70.91139,67.85075,42.26996,33.18107,19.09126,9.384859,1321.0272590000002
SÃO PAULO,f,3533908,Olímpia - SP,1659.34,1691.665,1665.199,1680.411,1694.365,1902.777,2257.246,2201.057,1995.966,1781.448,1787.164,1679.702,1515.425,1296.324,1040.247,717.2736,524.003,305.2924,231.7428,27626.647800000002
SÃO PAULO,f,3534005,Onda Verde - SP,137.3405,140.1975,155.0296,137.9302,143.1436,164.3913,156.4648,161.9118,155.5248,146.6424,158.0206,117.2983,112.0506,63.83501,66.55786,51.91905,30.45893,13.78494,8.95502,2121.4568099999997
SÃO PAULO,f,3534104,Oriente - SP,167.3309,172.0513,191.7151,197.9032,220.9558,211.6319,261.018,234.0552,212.2547,226.2652,232.8111,256.8947,178.9522,147.7272,108.8579,94.04241,74.93571,36.06547,33.11495,3258.5829400000002
SÃO PAULO,f,3534203,Orindiúva - SP,285.838,277.7808,236.1515,261.0651,279.3603,323.5199,354.7295,301.867,274.8908,244.2533,189.4507,149.3377,133.4304,94.11656,66.00041,53.21221,29.49661,16.02277,13.65902,3584.1825800000006
SÃO PAULO,f,3534302,Orlândia - SP,1335.886,1331.813,1317.942,1470.416,1601.749,1741.686,1868.506,1869.171,1602.346,1509.036,1508.156,1410.795,1152.153,948.2752,712.2104,477.8052,330.1748,170.6432,126.0565,22484.820299999996
SÃO PAULO,f,3534401,Osasco - SP,21996.0,21990.63,22014.13,23526.74,26468.58,26272.71,28936.42,29627.65,27934.46,24701.27,23203.66,20820.73,17755.66,13696.96,10202.45,6520.39,4380.759,2383.008,1537.09,353969.297
SÃO PAULO,f,3534500,Oscar Bressane - SP,71.85946,74.07419,72.78009,64.7819,90.41205,87.41272,98.93521,74.36539,93.69155,89.78579,103.5628,96.3182,86.28338,85.21793,66.16982,52.13791,34.8336,19.66175,9.983228,1372.2669680000001
SÃO PAULO,f,3534609,Osvaldo Cruz - SP,721.9632,757.3594,814.7068,869.4347,943.0337,984.4522,1029.821,1113.181,1108.7,1092.864,1105.664,1111.375,1034.335,900.7669,706.596,528.0069,386.2213,220.2011,153.9579,15582.640099999999
SÃO PAULO,f,3534708,Ourinhos - SP,3533.929,3589.139,3655.284,3631.806,3826.836,4123.049,4350.676,4338.235,4379.376,4047.375,3967.535,3721.311,3278.341,2718.369,2064.734,1400.79,943.5395,563.0803,413.3005,58546.7053
SÃO PAULO,f,3534757,Ouroeste - SP,347.5991,353.3117,319.2271,326.9308,407.4221,392.6213,441.7515,414.0668,372.355,368.3692,331.2667,323.9069,252.7399,208.5656,169.4697,96.60624,87.42389,40.74153,23.18592,5277.560979999999
SÃO PAULO,f,3534807,Ouro Verde - SP,291.1655,291.7056,297.8839,300.6126,292.5321,315.7914,314.15,341.8077,273.4735,310.0401,270.9239,264.1359,223.1088,170.7207,133.7583,111.9924,75.79364,42.52451,24.50468,4346.62523
SÃO PAULO,f,3534906,Pacaembu - SP,269.9357,282.436,319.3168,264.9692,299.6492,331.5675,318.9907,361.5117,371.877,354.304,420.2342,383.8019,363.162,272.6947,231.7005,204.277,143.7285,87.77274,51.77095,5333.700290000001
SÃO PAULO,f,3535002,Palestina - SP,415.745,434.6551,425.6824,359.8125,419.067,497.0002,498.957,478.7934,461.0115,413.194,404.7794,399.81,341.5624,269.091,211.5321,172.3781,133.3764,71.09732,52.42812,6459.972940000001
SÃO PAULO,f,3535101,Palmares Paulista - SP,555.3839,531.7858,468.5572,472.8908,512.5541,566.5417,615.7662,535.6416,440.5858,380.6076,309.7582,266.2325,209.5471,160.5172,106.8689,80.6336,62.97435,26.76406,15.75626,6319.366870000002
SÃO PAULO,f,3535200,Palmeira d'Oeste - SP,204.067,210.6127,219.4686,259.1028,279.7698,271.9775,288.9018,303.2707,333.5967,326.475,355.274,332.8782,343.0744,257.1314,246.3236,165.6103,128.8294,63.17292,43.76642,4633.303239999999
SÃO PAULO,f,3535309,Palmital - SP,625.4163,640.1804,660.5983,628.0785,741.3328,714.7666,795.1884,781.2318,808.4558,766.7816,754.36,765.9602,697.927,574.8302,541.8649,340.2566,237.5261,137.9983,97.10731,11309.86111
SÃO PAULO,f,3535408,Panorama - SP,597.343,585.8345,568.1714,550.7383,594.5361,604.7146,600.3271,580.7483,539.6284,570.6647,486.4154,408.573,385.6986,323.9585,271.8873,165.5787,112.0152,62.85118,32.6396,8042.323880000002
SÃO PAULO,f,3535507,Paraguaçu Paulista - SP,1388.199,1384.519,1319.533,1486.016,1596.312,1602.876,1626.721,1658.928,1544.935,1529.612,1457.042,1376.228,1222.356,975.3099,772.3685,535.1787,352.0789,216.0746,157.7947,22202.0823
SÃO PAULO,f,3535606,Paraibuna - SP,581.2593,573.5204,555.4117,611.5016,663.0352,642.4403,702.9938,617.6495,641.4332,604.5078,578.8862,531.9877,488.5294,374.4886,285.2268,226.7762,139.8253,58.57034,53.61956,8931.662900000001
SÃO PAULO,f,3535705,Paraíso - SP,201.3548,200.8444,216.3185,199.171,208.5648,217.6912,228.9808,279.1225,209.4748,192.6018,230.7202,181.6814,173.9113,124.1921,98.39896,84.96288,58.88555,37.18632,21.2003,3165.26361
SÃO PAULO,f,3535804,Paranapanema - SP,761.8556,734.89,666.3341,738.779,864.3979,794.9837,804.4941,828.6529,754.4608,692.5018,609.4596,589.0084,455.6274,337.0846,225.1949,185.0169,104.2533,60.33985,38.849,10246.183850000001
SÃO PAULO,f,3535903,Paranapuã - SP,105.2435,104.5618,104.8605,139.8188,138.6089,138.7471,128.0874,140.522,152.9009,143.047,137.7322,114.9553,118.141,95.95713,73.60022,61.78972,39.64213,21.77921,14.54212,1974.5369300000002
SÃO PAULO,f,3536000,Parapuã - SP,265.232,271.8861,274.5359,311.4469,306.1554,349.0946,359.6869,357.8808,388.8307,389.2839,356.3349,392.7039,314.4221,258.8086,249.2486,177.2081,136.575,77.96854,46.03181,5283.33475
SÃO PAULO,f,3536109,Pardinho - SP,244.4824,233.9363,225.4346,247.8093,249.8129,246.0291,227.0055,205.2958,217.2414,224.6458,200.77,151.9604,143.1739,143.5815,81.828,72.71273,47.57474,22.76577,11.78746,3197.847600000001
SÃO PAULO,f,3536208,Pariquera-Açu - SP,684.5503,679.6941,650.2198,697.1195,753.8016,714.8665,741.1189,792.0422,773.0632,640.9031,599.6877,570.2879,457.0301,367.4297,312.3164,231.4465,155.9342,80.91522,62.61127,9965.03819
SÃO PAULO,f,3536257,Parisi - SP,56.25073,58.78313,63.94167,58.1078,58.88543,68.71384,87.22188,76.11428,69.75818,71.11845,77.74261,68.95438,69.33041,45.80257,41.51813,36.49142,18.98235,14.26852,9.931715,1051.917495
SÃO PAULO,f,3536307,Patrocínio Paulista - SP,543.1788,535.5015,550.4672,523.2531,517.6791,566.4493,539.4049,537.1449,483.6039,493.5282,448.8573,403.9006,367.1039,305.6678,213.3874,148.5078,93.9339,57.05836,31.75965,7360.387609999999
SÃO PAULO,f,3536406,Paulicéia - SP,257.7396,248.1453,223.8471,266.7901,261.7079,296.9572,261.0538,277.4792,251.9832,232.0065,233.7123,195.6872,176.1943,133.3484,91.22576,74.15339,34.21071,23.49711,14.08339,3553.822459999999
SÃO PAULO,f,3536505,Paulínia - SP,4853.193,4960.877,4462.871,4768.736,4668.981,4877.071,5333.678,5765.076,5705.773,4787.221,3986.685,3485.266,2626.029,2049.279,1256.923,801.4094,481.587,268.8492,182.9914,65322.496
SÃO PAULO,f,3536570,Paulistânia - SP,50.21124,48.23105,52.01141,74.41978,78.8255,59.69129,61.34402,70.31772,66.81332,63.38009,67.23691,50.48009,37.86398,34.84313,37.60907,21.68942,17.42403,8.824104,5.864686,907.08084
SÃO PAULO,f,3536604,Paulo de Faria - SP,270.7863,270.4664,275.1792,282.0912,310.7253,312.3412,351.4241,354.5707,308.1487,294.2325,324.1989,284.0086,210.6633,190.3004,148.506,114.1505,84.99844,44.54113,30.01771,4461.350580000001
SÃO PAULO,f,3536703,Pederneiras - SP,1634.206,1620.697,1536.167,1611.654,1758.728,1870.407,1810.218,1781.536,1731.541,1655.964,1397.0,1365.224,1094.53,905.3949,639.1261,448.8618,345.8292,191.8976,137.479,23536.4606
SÃO PAULO,f,3536802,Pedra Bela - SP,184.0746,183.4515,160.2253,181.414,222.0193,221.4161,207.0723,215.4079,220.8183,212.331,174.4007,161.1043,150.741,150.2447,114.846,78.3487,53.69267,34.55891,19.19567,2945.36295
SÃO PAULO,f,3536901,Pedranópolis - SP,61.04875,64.12444,69.2308,79.23167,68.6739,73.17442,81.83851,91.57324,98.1554,87.23198,76.81541,83.45524,94.00666,70.39678,62.6068,36.02593,23.73234,19.64578,14.35266,1255.3207100000002
SÃO PAULO,f,3537008,Pedregulho - SP,587.4446,595.0835,599.7133,545.3222,555.1668,604.4036,685.7936,647.7159,615.2256,502.4705,482.48,476.6725,426.0453,321.0814,250.6877,171.6669,129.3232,68.03245,46.02365,8310.352700000001
SÃO PAULO,f,3537107,Pedreira - SP,1417.699,1430.729,1376.594,1489.039,1693.409,1832.234,2083.0,2067.835,1947.042,1764.57,1620.828,1539.372,1228.063,968.0502,671.6752,512.0589,353.6026,209.4467,149.4889,24354.736500000006
SÃO PAULO,f,3537156,Pedrinhas Paulista - SP,81.70694,81.45319,79.67207,91.87663,118.4581,104.3715,119.8208,98.63536,115.5178,115.7496,110.8787,118.3968,112.2157,61.78915,69.33377,33.14064,23.11517,19.69753,9.516421,1565.345871
SÃO PAULO,f,3537206,Pedro de Toledo - SP,438.0291,415.7709,408.1764,433.8432,408.8848,412.9957,356.936,392.3677,397.464,372.2622,290.3945,317.6824,274.8091,209.2737,188.0544,132.2352,83.4458,39.4556,30.34908,5602.429780000001
SÃO PAULO,f,3537305,Penápolis - SP,1772.755,1817.758,1839.356,1912.908,2061.792,2141.204,2190.023,2428.373,2357.514,2261.907,2138.835,2172.318,1928.382,1614.196,1248.49,897.3429,614.5723,354.6058,256.0627,32008.394699999997
SÃO PAULO,f,3537404,Pereira Barreto - SP,762.8648,795.0789,845.3482,744.169,803.0836,881.9611,888.5649,867.096,931.2772,937.9465,993.403,838.8406,695.8178,592.2461,494.8239,369.1871,249.3279,132.5718,105.7928,12929.401199999998
SÃO PAULO,f,3537503,Pereiras - SP,321.0335,320.8118,297.0412,297.4897,290.2994,354.8569,317.0345,333.0522,287.9598,275.8852,251.8338,255.963,227.8607,193.0686,136.6788,77.85218,66.20918,40.42454,31.79437,4377.14937
SÃO PAULO,f,3537602,Peruíbe - SP,2447.183,2414.172,2392.776,2325.459,2435.371,2209.804,2209.523,2389.423,2535.353,2362.559,2242.718,2183.152,2179.045,1896.855,1439.165,926.7126,633.4451,337.5568,241.3294,35801.601899999994
SÃO PAULO,f,3537701,Piacatu - SP,192.3314,199.9429,200.335,174.7515,195.1181,231.4227,236.6503,216.4581,203.3077,200.5954,165.1338,187.7387,139.372,117.1854,115.7229,86.77014,61.26101,29.02717,16.38201,2969.50623
SÃO PAULO,f,3537800,Piedade - SP,1787.166,1780.204,1743.25,1878.096,2019.556,2024.876,1996.8,2014.099,1967.04,1842.503,1793.656,1754.883,1441.2,1100.693,862.4418,645.3756,417.4342,224.0539,146.778,27440.105499999998
SÃO PAULO,f,3537909,Pilar do Sul - SP,1002.093,987.5178,941.6174,1032.453,1065.412,1122.159,1103.984,1077.188,1026.09,914.0227,912.8182,861.0771,735.5966,560.0553,453.1325,317.1753,193.4596,92.90727,65.74853,14464.507300000003
SÃO PAULO,f,3538006,Pindamonhangaba - SP,5888.994,5867.746,5605.176,5985.282,6431.903,6503.154,6946.104,7339.93,6657.772,5836.853,5330.519,5309.816,4606.106,3686.61,2484.378,1493.398,971.9848,519.8595,387.0436,87852.62890000003
SÃO PAULO,f,3538105,Pindorama - SP,497.255,519.0109,494.56,475.9996,537.5252,547.6604,648.6935,651.6603,599.5606,568.4891,560.8094,475.9439,457.3944,370.8167,326.6562,207.7367,153.6693,124.0783,65.85852,8283.37802
SÃO PAULO,f,3538204,Pinhalzinho - SP,476.4505,470.4049,435.6988,514.9529,543.3931,520.3252,556.2707,544.3204,524.1029,464.2529,426.0556,482.9554,520.9532,385.9488,311.4318,221.3781,125.6715,69.73293,50.75729,7645.056920000001
SÃO PAULO,f,3538303,Piquerobi - SP,101.228,104.79,112.9094,116.4779,106.3275,145.7143,129.0767,151.2513,117.2898,138.8818,140.0626,134.2441,109.1601,83.13207,72.45943,61.42636,31.3521,14.98198,15.02042,1885.7858600000002
SÃO PAULO,f,3538501,Piquete - SP,372.8798,386.4939,424.5368,438.8479,418.3462,479.7391,461.6843,476.7196,462.61,478.8857,500.3755,555.5765,480.6062,356.474,307.1545,204.8615,116.1022,83.84646,60.97199,7066.71215
SÃO PAULO,f,3538600,Piracaia - SP,799.4384,800.2643,818.0221,877.2165,995.143,986.2451,982.5254,983.3024,1042.492,1008.807,919.0492,831.0498,777.0542,622.029,492.9249,315.8803,229.7579,121.3576,88.95269,13691.511790000004
SÃO PAULO,f,3538709,Piracicaba - SP,12270.97,12402.41,12013.94,12993.44,14524.79,15046.44,16518.49,17532.98,16064.12,13816.44,12877.02,12697.56,10973.08,9143.874,6918.551,4645.236,3223.094,1880.965,1417.816,206961.216
SÃO PAULO,f,3538808,Piraju - SP,851.9417,863.8054,896.1085,953.7936,987.7315,1000.903,1082.6,1042.318,1100.425,1001.973,1014.209,1052.843,917.4751,778.21,594.078,408.5944,303.2055,185.4673,111.2174,15146.8994
SÃO PAULO,f,3538907,Pirajuí - SP,623.256,649.0769,640.9553,642.6798,680.0136,742.8828,741.1462,869.8527,825.3204,691.8742,706.3952,716.7443,701.7925,517.4891,389.6429,306.7463,234.908,164.1744,96.56133,10941.51193
SÃO PAULO,f,3539004,Pirangi - SP,287.6051,293.0421,312.4085,307.9255,357.2873,410.3886,421.5867,432.4546,379.9523,401.4147,417.9736,347.9543,331.5831,289.4335,225.8493,149.9198,111.258,64.75602,46.65922,5589.452239999998
SÃO PAULO,f,3539103,Pirapora do Bom Jesus - SP,869.6658,819.9946,760.0003,799.3173,902.2502,797.3188,796.2194,728.6647,782.7076,609.2724,535.1045,474.8917,331.988,285.1282,180.5076,124.3252,67.72859,38.47841,27.57724,9931.140539999999
SÃO PAULO,f,3539202,Pirapozinho - SP,828.3807,842.3261,833.7376,867.5058,1020.531,1077.813,1070.145,947.029,1011.455,1012.242,1051.105,863.978,780.7102,578.985,430.7672,318.5348,228.8694,123.294,91.0642,13978.473
SÃO PAULO,f,3539301,Pirassununga - SP,2234.408,2269.37,2264.15,2336.835,2566.421,2660.552,2883.14,3046.602,2825.208,2512.508,2562.23,2688.896,2241.814,1759.005,1513.715,977.0298,694.7048,395.3173,361.864,38793.76989999999
SÃO PAULO,f,3539400,Piratininga - SP,377.3183,389.9519,395.4086,449.0831,457.651,423.3557,469.4888,578.6562,567.3258,465.6606,409.6075,437.6014,384.032,335.3431,247.8046,157.177,125.5313,85.11366,61.76288,6817.873440000001
SÃO PAULO,f,3539509,Pitangueiras - SP,1577.987,1514.798,1350.958,1514.601,1557.704,1657.002,1703.652,1676.313,1398.139,1153.926,1138.312,987.1799,761.9198,571.4831,478.4193,356.3789,250.6648,134.7666,95.13792,19879.34232
SÃO PAULO,f,3539608,Planalto - SP,194.8056,191.5881,159.0203,185.5127,175.2077,194.0376,215.6542,179.795,199.9207,152.3607,167.7105,161.7527,105.4554,91.10062,66.84305,42.54148,40.52592,12.61932,12.93832,2549.38991
SÃO PAULO,f,3539707,Platina - SP,130.91,129.9713,128.1584,114.7872,137.6529,105.2444,119.7778,127.267,139.0377,119.1882,101.8937,93.65499,75.19414,82.16234,51.88094,33.79967,28.49933,18.08239,8.824129,1745.9865290000007
SÃO PAULO,f,3539806,Poá - SP,4185.991,4109.914,3889.092,4134.719,4781.931,4677.873,5056.895,5035.583,4614.582,4212.432,3936.994,3544.518,3006.251,2323.127,1570.833,942.9666,601.6557,315.7497,226.1078,61167.21480000001
SÃO PAULO,f,3539905,Poloni - SP,212.3985,214.7463,198.7994,175.042,195.2241,223.6525,253.4342,204.8442,181.6753,186.1058,164.3787,173.6206,170.3996,121.0111,125.0895,101.7481,75.19337,46.36455,36.45871,3060.18653
SÃO PAULO,f,3540002,Pompéia - SP,622.9208,650.8453,636.1911,642.4244,764.7548,698.6765,848.3169,967.7473,971.3188,750.8498,756.7216,732.7325,651.5457,513.7981,383.51,268.2919,179.3376,107.6232,86.45524,11234.06154
SÃO PAULO,f,3540101,Pongaí - SP,74.6042,79.05947,80.88185,83.07233,102.8209,97.53617,130.694,129.0641,107.6211,115.0384,118.7432,130.1274,130.6357,94.80558,81.82898,62.01989,35.76226,27.72543,14.05334,1696.0942999999997
