ARmaior,Sexo,Armenor,NomeMunic,0 a 5,5 a 10,10 a 15,15 a 20,20 a 25,25 a 30,30 a 35,35 a 40,40 a 45,45 a 50,50 a 55,55 a 60,60 a 65,65 a 70,70 a 75,75 a 80,80 a 85,85 a 90,90+,Total
PARANÁ,f,4104055,Campo Bonito - PR,123.0238,117.7658,121.3548,158.3111,158.8797,167.2899,124.113,126.3677,143.2063,151.0436,162.6085,126.199,102.6046,89.73456,75.80477,37.61294,31.36404,20.62447,8.698147,2046.606727
PARANÁ,f,4104105,Campo do Tenente - PR,335.677,311.608,289.6262,313.0311,341.5847,301.6002,280.9666,263.7701,299.7664,243.2603,239.5015,191.7646,154.2168,113.0845,80.3899,62.55144,40.92053,22.88795,11.25089,3897.45871
PARANÁ,f,4104204,Campo Largo - PR,4689.148,4574.612,4413.097,4674.368,5483.697,5596.395,5293.877,5469.135,5376.546,4915.478,4665.969,4051.08,3147.975,2362.403,1699.07,1100.844,683.5427,351.5523,188.0087,68736.79770000001
PARANÁ,f,4104253,Campo Magro - PR,1177.395,1127.116,1032.15,1099.068,1280.886,1271.494,1101.609,1094.713,1130.302,1017.981,944.3517,817.0265,677.273,468.462,332.7515,203.2538,109.706,58.9073,33.06973,14977.515529999997
PARANÁ,f,4104303,Campo Mourão - PR,2916.008,2892.445,2908.552,3142.675,3653.989,3916.446,3832.778,3733.728,3476.135,3447.897,3362.296,3052.51,2685.477,2002.209,1442.376,1009.373,619.016,359.6982,216.4742,48670.08239999999
PARANÁ,f,4104402,Cândido de Abreu - PR,523.5998,491.1094,512.8242,556.8446,569.2126,508.8504,458.2586,490.0075,509.4124,511.3419,505.5793,469.7138,430.189,310.1637,255.8656,178.469,114.7337,52.59297,29.15654,7477.925010000001
PARANÁ,f,4104428,Candói - PR,621.7814,578.9817,568.1768,647.4913,705.4433,645.9757,536.8868,536.4312,567.8115,527.0578,523.215,454.1696,329.1212,258.731,192.5324,118.8065,70.1757,36.63377,20.2274,7939.65007
PARANÁ,f,4104451,Cantagalo - PR,518.5344,489.6083,473.3313,467.9697,549.0269,466.1017,445.0421,430.9461,465.0414,483.4763,393.4013,350.4452,328.3772,278.7735,175.4407,121.2166,73.18421,47.74991,22.93651,6580.60333
PARANÁ,f,4104501,Capanema - PR,523.8627,523.7807,535.4295,624.9669,639.7808,696.1055,619.4413,720.0995,625.7007,681.756,691.0957,623.016,594.1987,467.4059,402.7545,270.8107,181.4788,88.37665,61.1553,9571.215850000002
PARANÁ,f,4104600,Capitão Leônidas Marques - PR,511.4238,510.2296,537.9819,553.1403,602.6953,570.3111,516.5603,579.2729,536.4233,543.8142,503.6153,503.2089,390.3891,355.5195,243.9929,200.9566,108.6806,59.25423,39.71376,7867.183590000001
PARANÁ,f,4104659,Carambeí - PR,1158.155,1075.114,961.4514,967.5337,1044.844,1067.116,937.1192,932.1878,832.106,746.3509,640.2785,545.6794,415.692,289.3556,223.6973,133.7592,86.4628,47.81649,22.88857,12127.607859999998
PARANÁ,f,4104709,Carlópolis - PR,440.521,435.6874,451.1409,512.1774,506.1968,496.1751,488.6015,527.3242,461.0823,465.4187,456.9682,501.1908,386.1148,338.6091,232.5859,178.5596,108.4012,69.34415,30.97067,7087.06972
PARANÁ,f,4104808,Cascavel - PR,11411.53,11085.75,10518.37,11304.16,13548.57,14626.55,14361.42,13540.67,12277.05,11683.81,10920.8,9754.301,8049.086,6106.142,4316.604,2823.135,1821.894,984.9668,564.2623,169699.0711
PARANÁ,f,4104907,Castro - PR,2979.586,2809.962,2767.82,2741.129,2972.669,2757.612,2585.331,2595.164,2515.019,2333.006,2130.925,1819.853,1512.17,1182.082,893.9708,627.1983,375.1881,206.8008,117.7542,35923.24020000001
PARANÁ,f,4105003,Catanduvas - PR,366.1052,369.3477,364.8924,375.5435,384.3582,405.6324,333.7454,309.4898,366.8423,348.5959,334.6521,275.1396,238.9066,193.6491,155.8445,104.3961,65.00762,31.58745,16.22437,5039.960239999999
PARANÁ,f,4105102,Centenário do Sul - PR,278.1103,277.0965,307.8607,342.2826,385.0513,377.2165,353.7746,372.8116,385.0675,390.8253,425.3017,378.6223,329.171,268.3515,184.3869,155.5224,104.3368,54.0966,34.70568,5404.59178
PARANÁ,f,4105201,Cerro Azul - PR,685.9637,637.4375,594.6379,712.4635,724.6041,611.0509,570.6881,649.1654,573.0348,536.5416,504.083,480.472,369.7086,327.0307,226.0189,175.3465,104.5309,55.57225,29.5713,8567.921649999997
PARANÁ,f,4105300,Céu Azul - PR,340.1991,338.9577,321.4826,379.0696,419.6203,444.4705,451.3613,448.0443,434.5283,442.4593,404.895,374.4717,307.9159,278.9752,219.9941,141.0305,88.63178,53.82954,31.6555,5921.592219999999
PARANÁ,f,4105409,Chopinzinho - PR,587.1403,576.2479,596.2464,643.1666,698.2809,722.6546,673.6817,665.6456,654.0941,680.7735,704.6219,663.7146,502.2616,446.3266,349.311,224.8786,150.2621,76.87648,46.8478,9663.032280000001
PARANÁ,f,4105508,Cianorte - PR,2817.987,2792.505,2670.015,2787.145,3367.562,3763.656,3688.527,3392.456,3102.617,3136.025,2999.481,2636.789,2067.481,1630.079,1212.162,860.6884,544.8245,315.1523,179.8012,43964.95339999999
PARANÁ,f,4105607,Cidade Gaúcha - PR,434.0709,422.0491,404.0449,444.1929,500.3453,516.4409,453.1932,461.2962,473.6259,445.7662,394.9325,365.316,285.3474,219.7264,156.9344,125.453,88.50673,45.21768,30.0704,6266.5300099999995
PARANÁ,f,4105706,Clevelândia - PR,560.5041,534.4261,564.0756,569.5293,624.1654,592.6005,506.9715,527.2825,533.132,573.1294,583.6207,568.1775,480.7054,344.9381,286.6534,220.2421,162.8268,79.21601,47.7676,8359.96401
PARANÁ,f,4105805,Colombo - PR,9750.534,9196.28,8697.207,9313.43,10914.8,10731.68,10081.72,9949.187,9360.831,8467.618,7633.676,6458.106,5206.68,3876.187,2627.248,1625.396,949.131,510.5532,272.5033,125622.7675
PARANÁ,f,4105904,Colorado - PR,578.4219,583.3842,626.5379,725.45,788.1834,839.6327,908.3902,843.5943,888.757,883.2869,899.1423,884.2277,743.999,542.5802,410.679,290.9807,197.8937,102.9227,66.31569,11804.379489999998
PARANÁ,f,4106001,Congonhinhas - PR,279.004,275.8311,292.2127,280.4448,282.1982,321.9096,294.8209,278.0117,290.8262,285.4892,287.2819,274.5561,210.954,175.8146,155.4393,102.7294,84.35951,35.44411,25.4926,4232.819920000001
PARANÁ,f,4106100,Conselheiro Mairinck - PR,124.853,121.938,122.6794,127.8105,144.0572,151.3489,134.5618,127.8182,129.3857,129.8405,111.6834,108.1269,110.7643,92.38542,77.54458,42.91466,31.50746,18.29545,8.323904,1915.8392740000002
PARANÁ,f,4106209,Contenda - PR,658.304,632.7105,612.8922,706.129,722.0463,656.5978,667.7974,634.2201,706.7975,622.3742,601.5882,487.3142,368.8235,351.7272,271.2153,166.0786,103.2161,49.13637,36.30334,9055.27181
PARANÁ,f,4106308,Corbélia - PR,537.203,534.6236,550.1215,549.6524,608.9836,718.3566,644.692,636.2049,551.6259,577.0268,651.6102,578.9677,433.4555,392.1703,282.5557,190.547,151.955,82.78497,45.59982,8718.13649
PARANÁ,f,4106407,Cornélio Procópio - PR,1249.642,1278.482,1337.532,1454.927,1552.489,1708.582,1728.951,1718.883,1754.915,1698.072,1737.406,1696.061,1543.622,1277.503,1002.037,655.1807,480.5608,264.7929,170.3525,24309.9909
PARANÁ,f,4106456,Coronel Domingos Soares - PR,338.7125,305.3224,293.7663,274.745,319.7814,321.2769,269.6241,250.0993,220.6982,266.0761,211.1481,171.9603,144.139,104.4126,72.92925,52.34953,27.64878,11.07164,7.054178,3662.8155780000006
PARANÁ,f,4106506,Coronel Vivida - PR,617.3922,608.7124,643.8586,676.7103,746.1483,823.3113,702.8915,730.1237,731.7353,676.1372,744.7554,715.8918,658.9651,524.6453,374.3997,283.016,207.3764,99.12247,73.28391,10638.476879999998
PARANÁ,f,4106555,Corumbataí do Sul - PR,90.21496,93.45518,100.2146,136.1756,101.7079,121.1116,96.06806,134.6693,138.4263,114.0554,139.9288,140.4427,115.1536,89.06252,79.09457,55.10366,39.61375,16.99685,8.438448,1809.933798
PARANÁ,f,4106571,Cruzeiro do Iguaçu - PR,135.8299,131.3902,146.5368,158.401,148.661,161.8773,164.4405,134.9937,140.7258,154.0689,150.384,137.9066,121.7059,95.89837,62.39464,46.81666,35.79752,19.73054,10.66389,2158.22322
